run_id,run_name,chunk_size,chunk_overlap,default_top_k,generic_top_k,pass_rate,total_queries,passed,failed,total_eval_time,avg_time_per_query
323b860b470945bbbd2fc1c46864855c,chunk_size=1500_chunk_overlap=100_default_top_k=5_generic_top_k=5,1500,100,5,5,1.0,10,10,0,64.9505262374878,6.495052623748779
